Budget,Duration_Days,Group_Size,Activity_Intensity,Cultural_Engagement,Relaxation_Level,Adventure_Level,Kids_Count,Travel_Frequency,Age_Group,Season,Preferred_Activity,Secondary_Activity,Accommodation_Type,Transport_Mode,Food_Preference,Traveler_Type,Destination_Region,Destination_Spot
1528.6075290205063,6.184367475320958,5.254978002020222,7.387521042576879,4.799670912785814,6.710137266723348,1.0406050163376404,2.5206264479996245,1.5007028556008584,Adult,Autumn,Cruise,Sightseeing,Hotel,Train,Non-Veg,Family,Europe,Prague
2342.6180095993054,29.671802579605167,3.9678440354150544,2.7441182998264564,3.8314294947538197,8.783857073098122,2.1044561194946536,1.4687941407244138,1.2156602993212196,Senior,Summer,Family Resort,Water Park,Resort,Flight,Family Friendly,Family,Americas,Cancun
525.9870921152162,4.328225342266901,4.067301514412783,4.463757631424453,10.030405271955935,4.219706286469521,3.1293446967862883,0.0,0.8145647637836518,Adult,Autumn,Beach,Museum,Boutique Hotel,Train,Mixed,Couple,Asia,Phuket
3122.8852690592794,11.725208673890965,4.613181816309871,0.6253209163426542,3.4785851733262927,6.5205659593693515,1.2438356741089898,2.968098048247582,1.3333446624556362,Senior,Winter,Theme Park,Sightseeing,Airbnb,Car,Family Friendly,Solo,Americas,Rio de Janeiro
1078.881388424126,12.464157856480549,0.5312089125983721,11.24705382579743,6.029742963590037,3.137943361752215,9.903346274005893,0.0,3.4831147425063635,Young Adult,Summer,City Tour,Local Food,Budget Hotel,Flight,Vegetarian,Solo,Europe,Rome
6315.286739016753,11.480601406037213,2.5434848406280266,5.67818412397211,6.813771899969937,12.275575887611595,4.9361123173112205,0.7716309458001008,0.0,Adult,Winter,Family Resort,Sightseeing,Hotel,Flight,Mixed,Family,Asia,Delhi
692.188360875692,6.741131129632002,1.085287107639346,7.823403511207662,8.709765517496617,0.9523880173622322,6.0614232526066765,0.0,3.1728078717170627,Youth,Autumn,Backpacking,Shopping,Hostel,Train,Mixed,Solo,Europe,Prague
1455.9525540131324,9.764981744684452,1.33621368423268,3.0608788941913607,4.181277173806654,8.267070743503075,3.432665782208,0.0,4.4432839146338035,Adult,Autumn,City Tour,Museum,Hotel,Car,Fine Dining,Solo,Americas,Rio de Janeiro
3817.433786050586,21.386486089494312,2.0513315280095488,1.475128057609263,3.9553941938586004,8.555379993643973,4.469829796866262,0.0,3.7627851107174113,Young Adult,Spring,Spa,Wine Tasting,Boutique Hotel,Flight,Fine Dining,Couple,Asia,Singapore
1254.121008894529,5.573280851075754,3.143678884366754,1.660697715835751,3.5011869491419527,5.790612310015656,1.2204144828976837,0.0,2.085375234029068,Adult,Summer,Beach,Shopping,Boutique Hotel,Train,Fine Dining,Couple,Europe,Barcelona
3090.622709081766,8.305099216204562,3.3648274800012135,0.4383765062372196,3.734442797676345,5.262031112819882,1.7717275424203724,1.062255411732683,1.5687856554213098,Adult,Summer,Cruise,Local Food,Family Suite,Flight,Family Friendly,Family,Americas,Rio de Janeiro
742.1579459359532,2.0416177124185255,1.0826584389671623,8.04823794772529,4.872493735593215,3.9366681413474334,6.948610375276873,0.0,1.1888325852920647,Youth,Summer,Adventure Sports,Shopping,Hostel,Flight,Mixed,Solo,Oceania,Melbourne
1560.8599106525262,14.225551892146722,2.0044805318307994,6.508407376903313,5.541921111592491,9.001604157335588,1.0879828835439023,0.0,0.7558451298610939,Young Adult,Summer,Cultural Tour,Shopping,Hotel,Car,Mixed,Couple,Americas,Cancun
437.7112180236966,3.5088878614013415,0.6709954011688232,9.75797978995448,3.827051137899095,1.9876748640840574,10.905106602431319,0.0,0.0,Young Adult,Autumn,Hiking,Local Food,Hostel,Train,Street Food Lover,Couple,Americas,Los Angeles
3787.308499503041,8.801685388279237,3.878339988137342,3.45511256890081,11.44743922132385,8.852767405158025,1.9618712407021885,1.520760316533863,1.4302577701540067,Adult,Autumn,Theme Park,Museum,Airbnb,Train,Family Friendly,Family,Americas,Orlando
2159.7515370098886,12.607183186546244,2.5307922361169553,1.8205697656853785,5.162990526222181,10.072530748429406,8.906751750616897,0.0,3.34058725697646,Young Adult,Autumn,Beach,Wine Tasting,Hotel,Train,Non-Veg,Solo,Americas,Toronto
1907.9722594369202,9.707917937548073,1.8295156510684911,4.708592557071755,8.046238571598122,6.173918808738186,3.7803245958239793,0.0,3.986866132466679,Young Adult,Autumn,Relaxing,Museum,Boutique Hotel,Flight,Non-Veg,Couple,Americas,Los Angeles
1464.7518311732942,11.304685117368384,0.9412142938224538,5.630085528541538,3.3986295098214456,9.035640905696265,6.774486407356486,0.0,1.316524800224429,Young Adult,Autumn,Museum,Photography,Budget Hotel,Train,Mixed,Solo,Europe,Barcelona
919.451168963772,10.900687716208456,1.2284283674196335,17.63453620381071,9.22667558716468,6.254818627664372,6.097799278341956,0.0,0.8741196004193799,Adult,Spring,Adventure Sports,Local Food,Hostel,Bus,Vegetarian,Solo,Americas,New York
1209.886812530045,7.536991576121106,0.9406063710065281,10.905936566072782,3.26872227906217,4.711775869194654,6.0230937287763275,0.0,1.9865277235208365,Adult,Autumn,Hiking,Photography,Hostel,Bus,Street Food Lover,Solo,Asia,Bangkok
621.8254295254527,6.025529747364063,0.49529566942067316,4.322177603285368,3.9369147757586473,4.478069181379442,8.496510788587146,0.0,0.8687207216254832,Adult,Summer,Adventure Sports,Shopping,Airbnb,Flight,Mixed,Family,Oceania,Auckland
2120.40762955228,15.411631954274158,3.4524693343158837,2.78358910000277,6.294829029295221,4.656832320043212,2.1936997824275895,0.0,0.89568515059247,Adult,Spring,Cultural Tour,Wine Tasting,Airbnb,Car,Mixed,Family,Americas,Los Angeles
1357.4888637474426,7.955800986917483,0.7692500182338087,5.957528612710904,5.370139990069709,0.782145531236933,8.718696641544836,0.0,2.5120677273379606,Youth,Summer,Adventure Sports,Nightlife,Budget Hotel,Train,Street Food Lover,Solo,Europe,Barcelona
1895.7185572135095,10.384931011704438,2.658259907448824,3.461318427336104,6.839891348247111,12.658396613042939,3.825288537052503,1.6188975222217252,1.3440297329050106,Senior,Summer,Family Resort,Water Park,Airbnb,Flight,Mixed,Family,Asia,Delhi
1736.9347627404434,13.457464632154851,2.959737804486852,3.700843762534917,9.861616150762078,4.415182798868569,7.835759937264701,0.0,0.0,Adult,Summer,Spa,Dining,Resort,Flight,Mixed,Solo,Europe,Rome
3188.5758116822008,21.725026539620355,2.880496387281945,1.1857629293705612,4.1725202760347715,4.320871293842302,3.883479850100168,2.532718188340743,0.0,Adult,Autumn,Theme Park,Local Food,Resort,Car,Mixed,Family,Europe,Lisbon
2134.5206739295722,12.133789470974122,2.0010410819244235,2.314676359305696,4.315000822250976,10.622548509836568,2.1712717289019916,0.0,2.3946471270020036,Adult,Summer,City Tour,Shopping,Hotel,Flight,Non-Veg,Couple,Asia,Delhi
3271.638114288977,9.728058527208422,5.790476986363245,2.8116401933488255,2.8841400630340583,2.524733390616472,4.368823108801941,2.3808421643511943,0.7063406861449238,Adult,Winter,Theme Park,Local Food,Resort,Car,Mixed,Family,Asia,Bangkok
6433.253040868288,12.350850991841105,3.4701222931765057,5.012298363784328,2.2011657782595693,8.368528703685824,4.449370798756855,2.4006526726473827,0.0,Adult,Summer,Beach,Local Food,Airbnb,Flight,Non-Veg,Family,Asia,Bali
2212.220849331779,10.729869854084418,0.741139160497711,5.173307833193571,10.924181345506426,2.1331914087728125,2.9630431538803452,0.0,5.60361273903409,Youth,Summer,Hiking,Photography,Airbnb,Bus,Mixed,Solo,Asia,Delhi
3203.2705899754446,8.142310082253328,2.945949490677602,1.5671677426849697,0.9406732983862234,4.744891741535622,4.415118971348218,2.0589961717360046,0.0,Senior,Winter,Safari,Sightseeing,Resort,Car,Mixed,Family,Europe,Prague
2238.323688522302,15.293514718290272,4.043487593933027,4.189729720196282,2.366621132729671,5.652889527819208,4.419416701880837,1.9813547269773395,1.3545640186975247,Adult,Winter,Safari,Local Food,Family Suite,Car,Family Friendly,Family,Europe,Rome
2328.7268834865968,7.9705604337187514,2.1661760832768766,5.448906049116231,5.1376840516957305,5.723559490790694,5.08364996446618,0.0,3.336400222876323,Adult,Winter,Cultural Tour,Shopping,Airbnb,Train,Non-Veg,Couple,Americas,Orlando
1189.7094547622405,3.2603720015658304,1.0884395688971373,5.21735492684584,3.3346337539624438,7.516702704051827,6.6451427741511795,0.0,4.346814049743381,Adult,Summer,Hiking,Local Food,Airbnb,Flight,Vegan,Solo,Americas,Orlando
1760.4175702456926,20.005376413227296,9.550647054403928,4.492589752931574,2.8991425392625563,13.397578740480602,3.1434256790477937,1.0918224113600397,0.0,Senior,Winter,Beach,Sightseeing,Airbnb,Car,Mixed,Family,Europe,Barcelona
1365.5129951035335,7.008636946750217,2.024684978476609,7.654346083026987,5.241493751628448,12.60481083202617,7.716795886527928,1.2266307334318303,0.6454242502441861,Adult,Autumn,Family Resort,Sightseeing,Hotel,Car,Non-Veg,Family,Europe,Amsterdam
1631.716240132824,13.217409222536032,3.9397172332170958,3.5169268061207384,6.439721954284014,11.771772345503715,1.2486455924319109,2.661712680298566,1.8016090906564017,Adult,Autumn,Beach,Local Food,Hotel,Flight,Family Friendly,Family,Europe,Barcelona
2866.5566152899455,14.934111721306378,4.149060923119615,0.8921237814794645,3.8964491170719033,6.338160691859879,2.753915364766927,1.7842474701100652,0.0,Senior,Autumn,Theme Park,Local Food,Airbnb,Car,Family Friendly,Solo,Americas,Los Angeles
4731.203880051208,20.588679109431766,3.4580757392285264,7.064494321460874,6.001596489593361,9.631242545933773,2.938812662392811,1.7093094101382653,1.4179335436702027,Adult,Summer,Theme Park,Sightseeing,Hotel,Car,Family Friendly,Family,Asia,Bangkok
3704.430915608638,8.392487937864225,4.066817918971281,4.43197340664932,7.716945426657607,3.5074395509544987,5.838558966430503,1.6490111464111912,3.4143135901750634,Senior,Summer,Safari,Water Park,Hotel,Train,Family Friendly,Family,Americas,Toronto
1067.5442338918074,2.2128431114827283,1.55482280210019,3.7441598888068968,14.025657591263098,5.508103278136543,13.92773231176478,0.0,3.943807673352899,Adult,Spring,Adventure Sports,Local Food,Budget Hotel,Flight,Mixed,Solo,Americas,Orlando
5572.827652453074,9.912802054542249,1.3155027544927003,2.371062082327928,5.223673178265777,5.042131455202618,2.3622526998484465,3.886242984676978,0.5415591049036579,Senior,Autumn,Beach,Museum,Hotel,Flight,Family Friendly,Family,Americas,Rio de Janeiro
1602.2154573610237,11.537998226636415,0.8043570584251912,4.841030513031324,5.267387933514285,1.1513671330783763,8.106309254872462,0.0,0.47192085994108396,Youth,Autumn,Museum,Local Food,Budget Hotel,Train,Street Food Lover,Solo,Europe,Paris
2865.608212790103,19.354734439409942,4.136884327777864,9.013917797431473,1.4456941240646446,5.585555819445457,1.154456445622851,2.0067088927862238,0.8337609211097886,Adult,Summer,Family Resort,Local Food,Airbnb,Train,Non-Veg,Family,Europe,Barcelona
1137.6955569419677,3.6641141876854957,0.8917061709530044,10.914632973729075,1.1475944773510522,1.5258947573938022,5.837107186150951,0.0,1.4543677122144048,Adult,Spring,Museum,Nightlife,Hostel,Flight,Vegetarian,Solo,Asia,Phuket
899.1983713231695,3.7679091835578142,1.5299133370189648,3.126367544952249,2.786515748100222,4.488188627189097,7.5184401736005215,0.0,0.9754891171243731,Youth,Summer,Museum,Local Food,Airbnb,Flight,Street Food Lover,Solo,Oceania,Auckland
3982.832657791906,13.07920599183857,2.9608482415856114,2.069492521477097,4.454095966232488,7.872017530026534,3.083118566264602,0.995172482307349,0.0,Adult,Winter,Cruise,Sightseeing,Hotel,Train,Mixed,Family,Americas,Rio de Janeiro
4630.983641020236,6.536672806239169,3.4555242213302626,3.054313612892222,5.496262195538443,6.3972379341864505,5.284186656905896,2.5332489085454224,0.7955587082167062,Adult,Autumn,Cruise,Sightseeing,Hotel,Train,Non-Veg,Couple,Americas,Cancun
1049.0945423456255,6.375839436135444,2.5384839955218808,8.96631365981542,12.122938318323113,3.0413715454355703,5.6336183108566615,0.0,1.1438847851290332,Adult,Winter,Spa,Museum,Resort,Train,Fine Dining,Couple,Americas,Toronto
2982.6122615787426,10.265408820717699,2.257408452797438,4.521133333457531,11.090531004346705,7.995634361920174,1.5012169958867567,0.0,8.010068537731064,Young Adult,Summer,Cultural Tour,Shopping,Airbnb,Train,Non-Veg,Couple,Americas,Los Angeles
2799.652732246487,6.977044743683909,2.8031394414884656,2.9624638801927317,5.8621531305965116,11.318906651564665,5.1134651105188755,0.0,2.899836566922467,Young Adult,Autumn,Cultural Tour,Wine Tasting,Airbnb,Train,Non-Veg,Couple,Europe,Rome
1221.2830238129025,9.086576809899706,0.8576900527695493,7.536578618087507,6.102722543635949,4.5149801508083005,6.461927478923558,0.0,4.532485121190073,Adult,Autumn,Adventure Sports,Photography,Budget Hotel,Flight,Vegetarian,Solo,Europe,Prague
2034.8393348504596,9.354809609226853,1.4664694497591058,5.513743623189748,4.653145769713257,0.784852712254866,4.398703305288662,0.0,6.518846032392925,Youth,Spring,City Tour,Shopping,Budget Hotel,Train,Vegan,Solo,Asia,Bangkok
796.0348456226291,12.283533652123387,2.9996876129747174,5.342859886025814,6.291606998221654,5.569329039765802,2.43349940652903,0.0,1.9128389361891676,Adult,Summer,Spa,Dining,Airbnb,Train,Mixed,Family,Asia,Tokyo
420.7785967866908,8.456170507818225,0.8791202820922902,5.681449042550253,3.054264735733965,2.7285099340326138,6.814094452888708,0.0,2.538033266148294,Youth,Summer,Backpacking,Local Food,Budget Hotel,Flight,Vegetarian,Family,Oceania,Fiji
943.2317053439347,4.114334832605844,0.5455357769007187,4.987949559336852,6.205669587589108,3.540462246306546,3.085261896835421,0.0,0.9957652652779615,Young Adult,Autumn,Hiking,Photography,Budget Hotel,Bus,Vegetarian,Solo,Oceania,Auckland
3391.964767053969,5.3960706782794094,1.3375487421236605,3.5538633102039974,5.075709452790241,9.334697677110707,5.378808502097937,0.0,4.363258984534058,Adult,Summer,Spa,Dining,Boutique Hotel,Car,Fine Dining,Couple,Asia,Singapore
4008.0860262726164,11.792485465000105,5.364661148073694,2.3658757554971612,7.794021352531164,3.7588417765745494,2.915426448833059,3.574558138383473,2.9448377473153005,Adult,Autumn,Theme Park,Local Food,Airbnb,Train,Non-Veg,Family,Asia,Singapore
1298.3348899669709,6.172215724143548,2.4107844844640973,9.792680914165532,4.791819361842734,8.759404401144204,9.255768472453177,0.0,3.570238612502358,Senior,Summer,Cultural Tour,Shopping,Boutique Hotel,Train,Mixed,Couple,Asia,Singapore
1187.7662444611187,9.0963249028667,1.01897871009332,5.999231898055929,5.3434738050207535,3.5847504631186884,6.976969983257942,0.0,1.3092249241260865,Young Adult,Summer,Adventure Sports,Photography,Budget Hotel,Flight,Vegetarian,Family,Asia,Bangkok
1318.4988330295932,8.747281788265852,1.9576562541375362,5.085718182745527,4.909188622486679,4.951840211755025,9.660341573920649,0.0,1.6139708458517432,Young Adult,Winter,Relaxing,Shopping,Airbnb,Car,Mixed,Couple,Europe,Paris
3294.655128068685,13.938868970056895,2.3147489759068534,4.807730560951419,3.0776435496545265,9.230998810727854,1.7549318577516682,2.8578516399182075,1.8360126810889172,Adult,Autumn,Theme Park,Local Food,Resort,Car,Non-Veg,Family,Americas,Los Angeles
1026.1820458838306,8.40800443590665,1.2050739087828597,8.80763504627846,3.48280777709947,0.6212987607035282,7.016193351195819,0.0,2.062998960572174,Young Adult,Spring,Hiking,Shopping,Hostel,Flight,Vegan,Couple,Europe,Barcelona
2012.456436023542,4.280360706001448,4.679345210966024,9.554583455833322,9.295011460913003,4.683315166568494,3.288589713658165,0.0,1.2751323307937972,Senior,Summer,Spa,Museum,Boutique Hotel,Car,Mixed,Couple,Asia,Bangkok
3166.1629301305097,15.383673635186854,2.1661381476235353,4.423317969143779,3.8554374683073114,14.318685052538333,0.7243836653065411,3.1199471988944105,0.0,Adult,Winter,Beach,Local Food,Family Suite,Car,Non-Veg,Family,Americas,Los Angeles
2028.1970282864986,5.770459009322861,2.9306093161468665,6.990678386374335,9.179494754649864,9.264003674582352,4.130880918085364,0.0,2.859826479117668,Adult,Spring,Relaxing,Wine Tasting,Hotel,Car,Mixed,Couple,Asia,Bali
1268.3964870747989,6.984770403544543,0.7277270135601138,5.163349252767854,7.262917447889816,1.7341670192015102,6.654121651514931,0.0,3.803440405398006,Adult,Spring,City Tour,Local Food,Airbnb,Bus,Street Food Lover,Couple,Oceania,Melbourne
4662.954956635695,19.985481003925138,1.7918699381173897,0.7611997432518779,5.0097020040713565,8.018783316788364,1.5777289488406392,4.097762270693224,1.8983740843323067,Adult,Summer,Family Resort,Local Food,Resort,Flight,Non-Veg,Family,Americas,Toronto
3354.0563041529213,20.52374113858288,3.4327207406788762,1.7233903574391618,3.498782152210184,8.716020299144,2.610993375391443,2.8233796842785837,1.2788079812791449,Senior,Winter,Beach,Water Park,Hotel,Train,Family Friendly,Family,Americas,Rio de Janeiro
796.9936070296036,6.416985452790921,1.116784886252192,13.047234161176558,4.121164237453906,3.5992524929664444,5.614148720637502,0.0,3.7168842162353344,Young Adult,Autumn,Adventure Sports,Local Food,Hostel,Bus,Vegan,Family,Americas,Cancun
2481.0918575378137,18.716385431879768,4.4990741876276275,8.558092334550897,3.9030977526251025,10.513798081466218,5.380003556017393,1.966736926731389,0.0,Adult,Summer,Cruise,Water Park,Hotel,Car,Family Friendly,Couple,Americas,Cancun
3572.6597261056727,11.57347037793787,7.40367567630589,2.1959813656190974,1.1727284167070267,8.69386501702812,2.40781948634265,2.127781939060371,0.0,Adult,Autumn,Cruise,Local Food,Family Suite,Train,Non-Veg,Family,Europe,Paris
537.8240586885935,6.1139559062084246,1.0026360064550437,2.5093744158193543,9.029206328260221,6.836036760007427,7.654986240448449,0.0,4.342271794854152,Adult,Autumn,Adventure Sports,Local Food,Hostel,Bus,Vegetarian,Solo,Asia,Bali
1038.6885224146008,3.147579877535009,0.5343603770339512,8.665531624551756,6.126016151049323,1.855599483657424,8.213856783543756,0.0,4.2955005594426545,Youth,Summer,Hiking,Photography,Budget Hotel,Train,Mixed,Family,Europe,Lisbon
1254.9112445690678,5.628964043263481,2.789050895716561,3.91446584014887,8.67052743691161,5.139013307808899,3.30087089828032,0.0,0.0,Young Adult,Winter,Beach,Shopping,Hotel,Car,Mixed,Couple,Asia,Phuket
2811.8915356139837,5.930337491203825,2.4901088678912906,0.8225789276346416,7.574537299665863,6.088455706147662,3.460522224855052,2.263128031003112,2.7173614636805716,Adult,Autumn,Beach,Water Park,Airbnb,Flight,Non-Veg,Family,Asia,Bali
2365.776286875867,10.510344442861989,3.335441801515499,5.569980694065451,4.7560813959994315,7.634864201613512,0.7209478236734387,3.212539524090887,1.3809057146228167,Adult,Autumn,Cruise,Local Food,Resort,Car,Mixed,Family,Europe,Prague
1049.4059321765155,12.225884623643168,1.1809086939279054,3.9052911374229815,1.6870039787750721,1.0771193767123077,10.572102839968244,0.0,4.227737985398964,Adult,Spring,Adventure Sports,Shopping,Airbnb,Flight,Vegetarian,Family,Oceania,Sydney
1213.9715488478357,6.860506192496022,1.0590083961602754,8.291964713508714,6.321862685320308,0.8734858224902506,8.791259791149018,0.0,2.398373235359927,Young Adult,Summer,City Tour,Photography,Budget Hotel,Flight,Vegan,Solo,Americas,Cancun
1772.1811087329272,4.062065497866172,1.1831743452093848,5.735944153605756,2.4956501705123904,1.9668341883051634,6.565177717351809,0.0,8.508487121388937,Youth,Autumn,City Tour,Local Food,Hostel,Bus,Vegetarian,Solo,Americas,Los Angeles
2263.9844364558253,6.7080923312404375,0.8953081685354906,8.411245168233902,5.20824344192761,0.9422639782463471,10.247997682320008,0.0,6.600754619837109,Adult,Autumn,Hiking,Photography,Hostel,Bus,Street Food Lover,Family,Europe,Rome
967.6912778437732,8.43386395966862,1.2496576088405964,8.67800106068108,5.084985469706123,0.7153593423709473,9.824183249187621,0.0,10.37286418513328,Adult,Summer,Museum,Shopping,Hostel,Bus,Mixed,Couple,Americas,Rio de Janeiro
3914.2095017288793,12.403372956678236,3.5175886785570394,1.8645761142953508,1.2985920841353549,5.5109232992186765,5.902044623043917,1.5091778308855346,1.4671499783613446,Senior,Winter,Family Resort,Local Food,Hotel,Flight,Non-Veg,Family,Americas,Los Angeles
2667.3758446620286,9.943396849322317,4.079833382404497,0.9510398611650619,3.1205369224171586,6.420180047660817,2.6578403953642256,1.0439046007439008,1.1444831360222658,Senior,Winter,Family Resort,Water Park,Family Suite,Car,Family Friendly,Family,Asia,Bali
1538.8270913753863,10.371222447414187,3.3173016054403917,4.738276946391322,7.518984803495736,8.832175818969356,3.3197838553048835,1.6123201607530742,1.3234971995253382,Adult,Winter,Beach,Local Food,Family Suite,Car,Mixed,Family,Europe,Lisbon
2045.6275077729013,8.684713126275648,1.8775157858848468,9.063726362513627,6.1570844858749,5.530823055415343,5.9109787168423775,0.0,1.8520382009806735,Adult,Spring,Spa,Shopping,Boutique Hotel,Flight,Mixed,Family,Americas,Los Angeles
4302.666471523813,12.142358017731704,4.258110329762347,6.002230140935909,3.486410216155849,4.497158063919422,3.5422374874779385,2.365144741566214,0.0,Senior,Autumn,Cruise,Sightseeing,Family Suite,Train,Family Friendly,Family,Europe,Lisbon
